23816 198.000000
13692 1572
13665 1572
15233 1865
15233 1572
15264 1865
15264 1572
12141 1865
12141 1572
15483 1865
15483 1572
15483 1529
5306 1572
12159 1865
12159 1572
13608 1572
13807 1865
13807 1572
13807 1529
15196 1865
15196 1572
15196 1529
15234 1865
15234 1572
15234 1529
13469 1865
13469 1572
13469 1529
13444 1865
13444 1572
13444 1529
12206 1865
12206 1572
12206 1529
13666 1865
13666 1572
13536 1865
13536 1572
15265 1865
15265 1572
15293 1865
15293 1572
13558 1572
13558 1572
5096 1865
5096 1572
13966 1865
13966 1572
13966 1529
9976 1865
9976 1572
9976 1529
8784 1865
8784 1572
8784 1529
13660 1865
13660 1572
10276 1865
10276 1572
10815 1865
10815 1572
1563 1865
1563 1572
10342 1865
10342 1572
15124 1865
15124 1572
15124 1529
15163 1865
15163 1572
15163 1529
168 1865
168 1572
168 1529
90 1865
90 1572
90 1529
15235 1865
15235 1572
15235 1529
15236 1865
15236 1572
15236 1529
15324 1865
15324 1572
15323 1865
15323 1572
13853 1865
13853 1572
13853 1529
12691 1865
12691 1572
12691 1529
13736 1865
13736 1572
13736 1529
8276 1865
8276 1572
8276 1529
8275 1865
8275 1572
8275 1529
8303 1865
8303 1572
8303 1529
10469 1865
10469 1572
10469 1529
8278 1865
8278 1572
8278 1529
8278 1531
13206 1865
13206 1572
13206 1529
10471 1865
10471 1572
10471 1529
10470 1865
10470 1572
10567 1865
10567 1572
10567 1529
10472 1865
10472 1572
10472 1529
10629 1865
10629 1572
10629 1529
10423 1865
10423 1572
10473 1865
10473 1572
10473 1529
10341 1865
10341 1572
11190 1865
10452 1865
10452 1572
10616 1865
10616 1572
10616 1529
10616 1531
10615 1865
10615 1572
10615 1529
10615 1531
14998 1865
10618 1865
10617 1865
10617 1531
15197 1865
15197 1572
15197 1529
15125 1865
15125 1572
15125 1529
8302 1865
8302 1572
8302 1529
15164 1865
15164 1572
15164 1529
8333 1865
8333 1572
8333 1529
3486 1865
3486 1572
3486 1529
15198 1865
15198 1572
15198 1529
15294 1865
15294 1572
15294 1529
15294 1531
15266 1865
15266 1572
15266 1529
15325 1865
15325 1572
15325 1529
15325 1531
15390 1865
15390 1572
15390 1531
15388 1865
15388 1572
15388 1531
15359 1865
15359 1572
15359 1531
15389 1865
15389 1572
15389 1531
1295 1865
1295 1572
1295 1529
1295 1865
1295 1572
1295 1529
13901 1865
13901 1572
13901 1529
8423 1865
8423 1572
8423 1529
8423 1531
8412 1865
8412 1572
8412 1529
15816 1865
15816 1572
15816 1529
15816 1531
15237 1865
15237 1572
15237 1529
15237 1531
15326 1865
15326 1572
15326 1529
15326 1531
15420 1865
15420 1572
15420 1531
15295 1865
15295 1572
15295 1529
15295 1531
15267 1865
15267 1572
15267 1529
15267 1531
12167 1865
12167 1572
12167 1529
12167 1531
15123 1865
15123 1572
15123 1529
15123 1531
15327 1865
15327 1529
15327 1531
15327 1865
15327 1572
15327 1529
15327 1531
8427 1865
8427 1529
8427 1531
15421 1865
15421 1572
15421 1531
8335 1865
8335 1572
8335 1529
8304 1865
8304 1572
8304 1529
8332 1865
8332 1572
8332 1529
8369 1865
8369 1572
8369 1529
8369 1531
8368 1865
8368 1572
8368 1529
8368 1531
8368 1865
8368 1572
8368 1529
8368 1531
8397 1865
8397 1572
8397 1529
8397 1531
8897 1865
8897 1572
8897 1529
8897 1531
12762 1865
12762 1529
12762 1531
5339 1865
5339 1531
9956 1865
9956 1531
7548 1865
7548 1531
9682 1865
9682 1531
9682 1865
9682 1531
5872 1865
5872 1531
8426 1865
8426 1572
8426 1529
8426 1531
8424 1865
8424 1572
8424 1529
8424 1531
8557 1865
8557 1531
8515 1865
8515 1529
8515 1531
8425 1865
8425 1572
8425 1529
8425 1531
8558 1865
8558 1531
8556 1865
8556 1531
8641 1865
8641 1531
8480 1865
8480 1529
8480 1531
8597 1865
8597 1531
8452 1865
8452 1529
8452 1531
8516 1865
8516 1531
8517 1865
8517 1572
8517 1531
8481 1865
8481 1529
8481 1531
7086 1865
7086 1529
7086 1531
5304 1865
5304 1531
7376 1865
7376 1531
8643 1865
8643 1531
8642 1865
8642 1531
8694 1865
8694 1531
8693 1865
8693 1531
11313 1572
15321 1572
15385 1572
12750 1572
12750 1260
11833 1572
11833 1260
15357 1865
15357 1572
11832 1572
11832 1572
15386 1572
11883 1572
11883 1260
15322 1865
15322 1572
15358 1865
15358 1572
15387 1865
15387 1572
15453 1572
15415 1572
15416 1572
15487 1572
7948 1572
7948 1260
13696 1572
13696 1260
12482 1260
11335 1572
11335 1260
11335 1572
11335 1260
12675 1572
12675 1260
13294 1572
13294 1260
12429 1572
12429 1260
14013 1572
14013 1260
12062 1572
12062 1260
12544 1572
12544 1260
9093 1260
13796 1572
13796 1260
11795 1865
11795 1572
11795 1260
9092 1572
9092 1260
981 1260
11830 1865
11830 1572
11830 1260
11796 1865
11796 1572
11796 1260
11882 1260
11933 1260
11881 1572
11881 1260
11989 1260
11990 1260
11990 1260
9728 1260
10598 1260
10280 1260
12950 1260
8922 1260
11143 1260
6160 1260
9932 1260
11946 1260
4728 1260
12862 1260
4680 1260
4838 1260
11963 1260
12245 1260
10175 1260
12767 1260
3189 1260
13372 1260
3590 1260
12879 1260
3587 1260
11784 1260
11964 1260
11927 1260
4749 1260
13604 1260
5032 1260
13373 1260
4707 1260
12843 1260
12842 1260
15418 1865
15418 1572
15417 1865
15417 1572
15419 1865
15419 1572
15419 1531
15489 1572
15488 1572
15765 1531
15765 1793
15633 1531
15633 1793
15602 1531
15635 1531
15635 1793
15667 1531
15803 1531
15803 1793
10343 1865
10343 1260
11118 1865
11118 1260
10345 1260
232 1865
232 1260
10344 1260
11098 1865
11098 1260
10593 1865
10474 1865
10809 1865
15454 1865
15454 1572
15454 1531
15515 1572
15515 1531
15549 1572
15549 1531
15455 1865
15455 1572
15455 1531
15550 1572
15550 1531
15571 1572
15571 1531
15516 1572
15516 1531
15516 1865
15516 1572
15516 1531
15572 1572
15572 1531
15490 1865
15490 1572
15490 1531
15517 1865
15517 1572
15517 1531
15603 1572
15603 1531
9339 1865
9339 1531
8644 1865
8644 1531
9419 1865
9419 1531
8735 1865
8735 1531
8778 1865
8778 1531
8816 1531
8777 1531
15699 1531
15699 1793
15699 1531
15699 1793
15804 1531
15804 1793
15734 1531
15734 1793
15700 1531
15700 1793
15839 1531
15839 1793
15634 1531
15634 1793
15701 1531
15701 1793
15668 1531
15668 1793
15767 1531
15767 1793
15766 1531
15766 1793
15766 1531
15766 1793
15840 1531
15840 1793
15866 1531
15866 1793
8863 1531
10347 1260
10424 1260
10476 1865
820 1865
10620 1865
10620 1531
15334 645
15297 645
5173 1865
5173 1531
5107 1865
5107 1531
9750 1865
9750 1531
8779 1531
8736 1531
8736 1531
8817 1531
15273 645
15273 1715
15364 645
15366 645
15335 645
15365 645
8656 801
8656 1715
13676 1715
13689 801
13689 1715
12379 801
13463 801
13463 1715
12360 801
12360 1715
12407 801
12407 1715
12359 801
12359 1715
12688 801
7852 801
12435 801
12372 801
12372 1715
15505 1715
10454 1715
10487 1715
12406 1715
15952 1715
15131 645
15131 1715
15060 1715
10429 1715
10357 1715
15169 1715
12682 1715
15171 645
15171 1715
13688 1715
8546 1715
15129 1715
15168 1715
15271 645
14997 645
14997 1715
10489 1715
14943 645
14943 1715
10569 1715
10488 1715
14883 1715
14912 645
14912 1715
14970 645
14970 1715
14944 645
14944 1715
14969 645
14969 1715
15027 645
15027 1715
15095 645
15095 1715
15026 645
15026 1715
14972 645
14972 1715
14913 645
14913 1715
14971 645
14971 1715
14973 645
14973 1715
15094 645
15094 1715
15096 645
15096 1715
15097 645
15097 1715
15063 645
15063 1715
14942 645
14942 1715
